,From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,has_ac,sleeper_category,is_seater,is_multiaxle,has_video,is_pushback,seat_format,brand
10845,Delhi,Kakroli,rishabh travels-udaipur crossing,601,0:10:0,Non A/c,06:30:00 PM,04:30:00 AM,False,Other,False,False,False,False,,
10846,Delhi,Kakroli,Vikas Travels (regd),601,0:12:0,Non A/c,06:00:00 PM,06:00:00 AM,False,Other,False,False,False,False,,
10847,Delhi,Kakroli,shree rishabh travels-UDr.cross.to.amd.se,601,0:11:30,Non A/c,07:00:00 PM,06:30:00 AM,False,Other,False,False,False,False,,
10848,Delhi,Chandigarh,Royal Travels (dELHI)-volvo semi sleepear,250,0:6:0,Volvo  A/c,05:00:00 PM,11:00:00 PM,True,Other,False,False,False,False,,volvo
10849,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-Mercedes Benz,250,0:4:35,A/c,02:40:00 PM,07:15:00 PM,True,Other,False,False,False,False,,
10850,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-Mercedes Benz,250,0:4:35,A/c,05:20:00 PM,09:55:00 PM,True,Other,False,False,False,False,,
10851,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-HVAC,250,0:5:30,A/c,11:45:00 PM,05:15:00 AM,True,Other,False,False,False,False,,
10852,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-Mercedes Benz,250,0:4:35,A/c,01:40:00 PM,06:15:00 PM,True,Other,False,False,False,False,,
10853,Delhi,Chandigarh,Swagatam Holidays,250,0:5:30,"2+2, Volvo Semi Sleeper, AC, Non-Video",05:30:00 PM,11:00:00 PM,True,Semi-Sleeper,False,False,True,False,2+2,volvo
10854,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-Mercedes Benz,250,0:4:35,A/c,09:50:00 AM,02:25:00 PM,True,Other,False,False,False,False,,
10855,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-HVAC,250,0:5:30,A/c,11:40:00 PM,05:10:00 AM,True,Other,False,False,False,False,,
10856,Delhi,Chandigarh,Zimindara Travel-,250,0:5:0,Volvo  A/c,05:30:00 PM,10:30:00 PM,True,Other,False,False,False,False,,volvo
10857,Delhi,Chandigarh,Swagatam Holidays,250,0:4:55,"2+2, Volvo Semi Sleeper, AC,",07:00:00 PM,11:55:00 PM,True,Semi-Sleeper,False,False,False,False,2+2,volvo
10858,Delhi,Chandigarh,Royal Travels (dELHI)-(isuzu)Semi sleeper,250,0:6:0,A/c,05:15:00 PM,11:15:00 PM,True,Other,False,False,False,False,,
10859,Delhi,Chandigarh,PUNBUS/ Punjab Roadways-Mercedes Benz,250,0:4:35,A/c,07:15:00 AM,11:50:00 AM,True,Other,False,False,False,False,,
10860,Delhi,Ambala,ashiana travels,207,0:5:0,A/c,10:45:00 PM,03:45:00 AM,True,Other,False,False,False,False,,
10861,Delhi,Ambala,ashiana travels,207,0:5:0,Non A/c,09:30:00 PM,02:30:00 AM,False,Other,False,False,False,False,,
10862,Delhi,Ambala,Classic Bus,207,0:4:0,"2+2, Sleeper/Seater, Non-AC",09:30:00 PM,01:30:00 AM,False,Sleeper,True,False,False,False,2+2,
10863,Delhi,Ambala,Classic Bus,207,0:4:0,"2+2, Sleeper/Seater, Non-AC",08:30:00 PM,12:30:00 AM,False,Sleeper,True,False,False,False,2+2,
10864,Delhi,Ambala,ashiana travels,207,0:5:0,A/c,08:30:00 PM,01:30:00 AM,True,Other,False,False,False,False,,
10865,Delhi,Ambala,ashiana travels,207,0:5:0,A/c,10:15:00 PM,03:15:00 AM,True,Other,False,False,False,False,,
10866,Delhi,Ambala,ashiana travels,207,0:5:0,Non A/c,07:00:00 PM,12:00:00 AM,False,Other,False,False,False,False,,
10867,Delhi,Ambala,Orbit Evergreen Services,207,0:5:0,A/c,10:30:00 PM,03:30:00 AM,True,Other,False,False,False,False,,
10868,Delhi,Ambala,ashiana travels,207,0:5:0,Non A/c,06:00:00 PM,11:00:00 PM,False,Other,False,False,False,False,,
10869,Delhi,Ambala,Orbit Evergreen Services-Mercedes Benz,207,0:5:0,A/c,10:00:00 PM,03:00:00 AM,True,Other,False,False,False,False,,
10870,Delhi,Kanpur,UPSRTC,467,0:9:50,VOLVO,10:00:00 PM,07:50:00 AM,,Other,False,False,False,False,,volvo
10871,Delhi,Kanpur,Kings Holiday Tours,467,0:10:0,A/c,10:00:00 PM,08:00:00 AM,True,Other,False,False,False,False,,
10872,Delhi,Kanpur,UPSRTC,467,0:9:30,VOLVO,08:00:00 PM,05:30:00 AM,,Other,False,False,False,False,,volvo
10873,Delhi,Kanpur,UPSRTC,467,0:9:30,VOLVO,09:00:00 PM,06:30:00 AM,,Other,False,False,False,False,,volvo
10874,Delhi,RajNagar,rishabh travels-udaipur crossing,592,0:10:0,Non A/c,06:30:00 PM,04:30:00 AM,False,Other,False,False,False,False,,
10875,Delhi,Ahmedabad,Vikas Travels (regd),938,0:16:0,Volvo  A/c,05:45:00 PM,09:45:00 AM,True,Other,False,False,False,False,,volvo
10876,Delhi,Ahmedabad,shrinath travel agency-brandnew volvo coac,938,0:16:30,Volvo  A/c,06:00:00 PM,10:30:00 AM,True,Other,False,False,False,False,,volvo
10877,Delhi,Ahmedabad,shrinath travel agency,938,0:16:30,Volvo  A/c,06:00:00 PM,10:30:00 AM,True,Other,False,False,False,False,,volvo
10878,Delhi,Ahmedabad,Vikas Travels (regd),938,0:19:0,Non A/c,06:00:00 PM,01:00:00 PM,False,Other,False,False,False,False,,
10879,Delhi,Ahmedabad,shrinath travel agency-brandnew volvo coac,938,0:16:30,Volvo  A/c,03:00:00 PM,07:30:00 AM,True,Other,False,False,False,False,,volvo
10880,Delhi,Ahmedabad,Vikas Travels (REGD)-,938,0:18:15,A/c,06:30:00 PM,12:45:00 PM,True,Other,False,False,False,False,,
10881,Delhi,Ahmedabad,shree rishabh travels-batco group,938,0:23:27,A/c,07:30:00 PM,06:57:00 PM,True,Other,False,False,False,False,,
10882,Delhi,Ahmedabad,shree rishabh travels-batco-group,938,0:17:0,A/c,06:30:00 PM,11:30:00 AM,True,Other,False,False,False,False,,
10883,Delhi,Ahmedabad,Speedlink Travel Services,938,0:18:0,Ordinary A/C,05:00:00 PM,11:00:00 AM,True,Other,False,False,False,False,,
10884,Delhi,Ahmedabad,rishabh travels-udaipur crossing,938,0:20:0,Non A/c,06:30:00 PM,02:30:00 PM,False,Other,False,False,False,False,,
10885,Delhi,Ahmedabad,rishabh travels-udr crossing to ahm,938,0:18:0,A/c,07:00:00 PM,01:00:00 PM,True,Other,False,False,False,False,,
10886,Delhi,Ahmedabad,shree rishabh travels-UDr.cross.to.amd.se,938,0:18:0,Non A/c,07:00:00 PM,01:00:00 PM,False,Other,False,False,False,False,,
10887,Delhi,Lucknow,Kings Holiday Tours,471,0:12:0,A/c,10:00:00 PM,10:00:00 AM,True,Other,False,False,False,False,,
10888,Delhi,Lucknow,UPSRTC,471,0:12:0,VOLVO,10:00:00 PM,10:00:00 AM,,Other,False,False,False,False,,volvo
10889,Delhi,Lucknow,UPSRTC,471,0:12:0,VOLVO,08:00:00 PM,08:00:00 AM,,Other,False,False,False,False,,volvo
10890,Delhi,Lucknow,UPSRTC,471,0:12:0,VOLVO,09:00:00 PM,09:00:00 AM,,Other,False,False,False,False,,volvo
10891,Delhi,Jammu,ashiana travels,480,0:12:0,Non A/c,06:00:00 PM,06:00:00 AM,False,Other,False,False,False,False,,
10892,Delhi,Jammu,Heera Himachal Holidays,480,0:12:0,"2+2, Volvo Seater, AC, Video",07:00:00 PM,07:00:00 AM,True,Other,True,False,True,False,2+2,volvo
10893,Delhi,Jammu,Travel Point delhi,440,0:11:0,A/c,07:00:00 PM,06:00:00 AM,True,Other,False,False,False,False,,
10894,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),520,0:13:0,"2+2, Sleeper/Seater, AC",07:00:00 PM,08:00:00 AM,True,Sleeper,True,False,False,False,2+2,
10895,Delhi,Jammu,Classic Bus,480,0:12:0,"2+2, Sleeper/Seater, Non-AC",07:00:00 PM,07:00:00 AM,False,Sleeper,True,False,False,False,2+2,
10896,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),440,0:11:0,"2+2, Sleeper, AC, Non-Video",08:30:00 PM,07:30:00 AM,True,Sleeper,False,False,True,False,2+2,
10897,Delhi,Jammu,Travel Point delhi,440,0:11:0,Non A/c,06:30:00 PM,05:30:00 AM,False,Other,False,False,False,False,,
10898,Delhi,Jammu,PUNBUS/ Punjab Roadways-Volvo,440,0:11:0,Volvo  A/c,06:00:00 PM,05:00:00 AM,True,Other,False,False,False,False,,volvo
10899,Delhi,Jammu,ashiana travels,480,0:12:0,Non A/c,07:00:00 PM,07:00:00 AM,False,Other,False,False,False,False,,
10900,Delhi,Jammu,libra bus service pvt. ltd.,480,0:12:0,A/c,06:30:00 PM,06:30:00 AM,True,Other,False,False,False,False,,
10901,Delhi,Jammu,Travel Point delhi,460,0:11:30,Volvo  A/c,08:30:00 PM,08:00:00 AM,True,Other,False,False,False,False,,volvo
10902,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),490,0:12:15,"2+2, Sleeper/Seater, Non-AC, Non-Video",09:15:00 PM,09:30:00 AM,False,Sleeper,True,False,True,False,2+2,
10903,Delhi,Jammu,Travel Point delhi,400,0:10:0,A/c,09:00:00 PM,07:00:00 AM,True,Other,False,False,False,False,,
10904,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),520,0:13:0,"2+2, Sleeper/Seater, Non-AC, Non-Video",08:00:00 PM,09:00:00 AM,False,Sleeper,True,False,True,False,2+2,
10905,Delhi,Jammu,Travel Point Travels (Travel Point Bus(TPT)),520,0:13:0,"2+2, Sleeper/Seater, AC",08:00:00 PM,09:00:00 AM,True,Sleeper,True,False,False,False,2+2,
10906,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),500,0:12:30,"2+2, Sleeper/Seater, Non-AC",06:30:00 PM,07:00:00 AM,False,Sleeper,True,False,False,False,2+2,
10907,Delhi,Jammu,Travel Point delhi,440,0:11:0,Non A/c,08:00:00 PM,07:00:00 AM,False,Other,False,False,False,False,,
10908,Delhi,Jammu,Travel Point (Travel Point Bus(TPT)),480,0:12:0,"2+2, Sleeper/Seater, Non-AC, Non-Video",07:30:00 PM,07:30:00 AM,False,Sleeper,True,False,True,False,2+2,
10909,Delhi,Jammu,ashiana travels,480,0:12:0,A/c,08:30:00 PM,08:30:00 AM,True,Other,False,False,False,False,,
10910,Delhi,Jammu,ashiana travels,480,0:12:0,Non A/c,09:30:00 PM,09:30:00 AM,False,Other,False,False,False,False,,
10911,Delhi,SojatCity,shrinath travel agency,460,0:11:30,Non A/c,08:30:00 PM,08:00:00 AM,False,Other,False,False,False,False,,
10912,Delhi,Jodhpur,Vikas Travels (regd),597,0:13:0,Non A/c,08:30:00 PM,09:30:00 AM,False,Other,False,False,False,False,,
10913,Delhi,Dehradun,Classic Bus,236,0:8:15,"2+2, Seater, AC",12:45:00 PM,09:00:00 PM,True,Other,True,False,False,False,2+2,
10914,Delhi,Dehradun,Classic Bus,236,0:8:0,"2+2, Sleeper/Seater",01:00:00 PM,09:00:00 PM,,Sleeper,True,False,False,False,2+2,
10915,Delhi,Dehradun,Classic Bus,236,0:7:30,"2+2, Sleeper/Seater",10:30:00 AM,06:00:00 PM,,Sleeper,True,False,False,False,2+2,
10916,Delhi,Dehradun,UPSRTC,236,0:6:0,Volvo,09:00:00 AM,03:00:00 PM,,Other,False,False,False,False,,volvo
10917,Delhi,Dehradun,City Heart Travels,236,0:8:30,Non A/c,10:00:00 PM,06:30:00 AM,False,Other,False,False,False,False,,
10918,Delhi,Dehradun,UPSRTC,236,0:6:0,Volvo,11:00:00 AM,05:00:00 PM,,Other,False,False,False,False,,volvo
10919,Delhi,Dehradun,UPSRTC,236,0:6:0,Volvo,10:00:00 PM,04:00:00 AM,,Other,False,False,False,False,,volvo
10920,Delhi,Dehradun,Classic Bus,236,0:8:30,"2+2, Sleeper/Seater",09:30:00 PM,06:00:00 AM,,Sleeper,True,False,False,False,2+2,
10921,Delhi,Dehradun,Classic Bus,236,0:8:0,"2+2, Sleeper/Seater, AC",10:15:00 PM,06:15:00 AM,True,Sleeper,True,False,False,False,2+2,
10922,Delhi,Dehradun,Kings Holiday Tours,236,0:7:30,A/c,09:45:00 PM,05:15:00 AM,True,Other,False,False,False,False,,
10923,Delhi,Dehradun,Classic Bus,236,0:8:30,"2+2, Sleeper/Seater",10:30:00 PM,07:00:00 AM,,Sleeper,True,False,False,False,2+2,
10924,Delhi,Dehradun,City Heart Travels,236,0:8:0,"2+2, Push Back Seater, AC",10:30:00 PM,06:30:00 AM,True,Other,True,False,False,True,2+2,
10925,Delhi,Dehradun,UPSRTC,236,0:6:0,Volvo,12:30:00 PM,06:30:00 PM,,Other,False,False,False,False,,volvo
10926,Delhi,Agra,Olivea (Business Class),209,0:4:30,AC,07:00:00 AM,11:30:00 AM,True,Other,False,False,False,False,,
10927,Delhi,Pushkar,shree rishabh travels-batco group,408,0:9:30,Non A/c,10:30:00 PM,08:00:00 AM,False,Other,False,False,False,False,,
10928,Delhi,Kishangadh,Vikas Travels (regd),369,0:7:0,Non A/c,08:30:00 PM,03:30:00 AM,False,Other,False,False,False,False,,
10929,Delhi,Kishangadh,shree rishabh travels-batco group,369,0:7:0,Non A/c,10:30:00 PM,05:30:00 AM,False,Other,False,False,False,False,,
10930,Delhi,Kishangadh,Kalpana Travels Pvt.Ltd.,369,0:8:0,Non A/c,11:00:00 PM,07:00:00 AM,False,Other,False,False,False,False,,
10931,Delhi,Kishangadh,shrinath travel agency,369,0:6:30,Non A/c,08:30:00 PM,03:00:00 AM,False,Other,False,False,False,False,,
10932,Delhi,Amritsar,PUNBUS/ Punjab Roadways-HVAC,460,0:9:45,A/c,08:30:00 PM,06:15:00 AM,True,Other,False,False,False,False,,
10933,Delhi,Amritsar,ashiana travels,460,0:8:0,A/c,10:15:00 PM,06:15:00 AM,True,Other,False,False,False,False,,
10934,Delhi,Amritsar,Kings Holiday Tours,460,0:9:0,Non A/c,10:00:00 PM,07:00:00 AM,False,Other,False,False,False,False,,
10935,Delhi,Amritsar,Orbit Evergreen Services-Mercedes Benz,460,0:8:30,A/c,10:00:00 PM,06:30:00 AM,True,Other,False,False,False,False,,
10936,Delhi,Amritsar,Baba Budha Ji Travels,460,0:8:30,Volvo  A/c,10:15:00 PM,06:45:00 AM,True,Other,False,False,False,False,,volvo
10937,Delhi,Amritsar,PUNBUS/ Punjab Roadways-HVAC,460,0:9:45,A/c,06:40:00 PM,04:25:00 AM,True,Other,False,False,False,False,,
10938,Delhi,Amritsar,Baba Budha Ji Travels,460,0:9:30,Non A/c,10:30:00 PM,08:00:00 AM,False,Other,False,False,False,False,,
10939,Delhi,Amritsar,Orbit Evergreen Services,460,0:8:0,A/c,10:30:00 PM,06:30:00 AM,True,Other,False,False,False,False,,
10940,Delhi,Amritsar,Travel Point (Travel Point Bus(TPT)),460,0:8:30,"2+2, Sleeper/Seater, Non-AC, Non-Video",10:30:00 PM,07:00:00 AM,False,Sleeper,True,False,True,False,2+2,
10941,Delhi,Amritsar,Arora Tours & Travels,460,0:9:0,Volvo  A/c,06:00:00 AM,03:00:00 PM,True,Other,False,False,False,False,,volvo
10942,Delhi,Amritsar,ashiana travels,460,0:8:0,Non A/c,10:45:00 PM,06:45:00 AM,False,Other,False,False,False,False,,
10943,Delhi,Amritsar,PUNBUS/ Punjab Roadways-Volvo,460,0:9:30,Volvo  A/c,04:10:00 PM,01:40:00 AM,True,Other,False,False,False,False,,volvo
10944,Delhi,Amritsar,GOLDEN TEMPLE VOLVO,460,0:7:30,Volvo  A/c,10:00:00 PM,05:30:00 AM,True,Other,False,False,False,False,,volvo
10945,Delhi,Amritsar,ashiana travels,460,0:8:0,Non A/c,10:30:00 PM,06:30:00 AM,False,Other,False,False,False,False,,
10946,Delhi,Ludhiana,libra bus service pvt. ltd.,332,0:6:30,A/c,10:30:00 PM,05:00:00 AM,True,Other,False,False,False,False,,
10947,Delhi,Ludhiana,Classic Bus,332,0:6:0,"2+2, Sleeper/Seater, Non-AC",08:30:00 PM,02:30:00 AM,False,Sleeper,True,False,False,False,2+2,
10948,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-INTEGRAL HVAC,332,0:6:0,A/c,07:40:00 AM,01:40:00 PM,True,Other,False,False,False,False,,
10949,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-Volvo,332,0:6:0,Volvo  A/c,11:30:00 PM,05:30:00 AM,True,Other,False,False,False,False,,volvo
10950,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,11:55:00 PM,05:55:00 AM,True,Other,False,False,False,False,,
10951,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-INTEGRAL COACH,332,0:6:0,A/c,09:20:00 PM,03:20:00 AM,True,Other,False,False,False,False,,
10952,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,08:10:00 PM,02:10:00 AM,True,Other,False,False,False,False,,
10953,Delhi,Ludhiana,libra bus service pvt. ltd.,332,0:6:0,A/c,06:30:00 PM,12:30:00 AM,True,Other,False,False,False,False,,
10954,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,10:00:00 AM,04:00:00 PM,True,Other,False,False,False,False,,
10955,Delhi,Ludhiana,Orbit Evergreen Services,332,0:6:0,A/c,10:30:00 PM,04:30:00 AM,True,Other,False,False,False,False,,
10956,Delhi,Ludhiana,GOLDEN TEMPLE VOLVO,332,0:5:30,Volvo  A/c,10:00:00 PM,03:30:00 AM,True,Other,False,False,False,False,,volvo
10957,Delhi,Ludhiana,Orbit Evergreen Services-Mercedes Benz,332,0:6:0,A/c,10:00:00 PM,04:00:00 AM,True,Other,False,False,False,False,,
10958,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,06:40:00 PM,12:40:00 AM,True,Other,False,False,False,False,,
10959,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-Volvo,332,0:6:0,Volvo  A/c,06:00:00 PM,12:00:00 AM,True,Other,False,False,False,False,,volvo
10960,Delhi,Ludhiana,Kings Holiday Tours,332,0:7:0,Non A/c,10:00:00 PM,05:00:00 AM,False,Other,False,False,False,False,,
10961,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-Volvo,332,0:6:0,Volvo  A/c,04:10:00 PM,10:10:00 PM,True,Other,False,False,False,False,,volvo
10962,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-Volvo,332,0:6:30,Volvo  A/c,10:35:00 AM,05:05:00 PM,True,Other,False,False,False,False,,volvo
10963,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,09:10:00 AM,03:10:00 PM,True,Other,False,False,False,False,,
10964,Delhi,Ludhiana,ashiana travels,332,0:6:0,Non A/c,10:45:00 PM,04:45:00 AM,False,Other,False,False,False,False,,
10965,Delhi,Ludhiana,ashiana travels,332,0:6:0,A/c,10:15:00 PM,04:15:00 AM,True,Other,False,False,False,False,,
10966,Delhi,Ludhiana,Olivea (Business Class),332,0:6:0,AC,07:00:00 AM,01:00:00 PM,True,Other,False,False,False,False,,
10967,Delhi,Ludhiana,ashiana travels,332,0:6:0,Non A/c,10:30:00 PM,04:30:00 AM,False,Other,False,False,False,False,,
10968,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,09:40:00 AM,03:40:00 PM,True,Other,False,False,False,False,,
10969,Delhi,Ludhiana,Travel Point (Travel Point Bus(TPT)),332,0:7:30,"1+2, Air Suspension Sleeper/Seater, AC, Non-Video",10:30:00 PM,06:00:00 AM,True,Sleeper,True,False,True,False,1+2,
10970,Delhi,Ludhiana,Classic Bus,332,0:6:0,"2+2, Sleeper/Seater, Non-AC",09:30:00 PM,03:30:00 AM,False,Sleeper,True,False,False,False,2+2,
10971,Delhi,Ludhiana,PUNBUS/ Punjab Roadways-HVAC,332,0:6:0,A/c,08:30:00 PM,02:30:00 AM,True,Other,False,False,False,False,,
10972,Delhi,Nainital,City Heart Travels,278,0:10:30,Non A/c,10:00:00 PM,08:30:00 AM,False,Other,False,False,False,False,,
10973,Delhi,Nainital,City Heart Travels-king long,278,0:9:30,A/c,09:15:00 PM,06:45:00 AM,True,Other,False,False,False,False,,
10974,Delhi,Nainital,City Heart Travels,278,0:9:50,A/c,09:15:00 PM,07:05:00 AM,True,Other,False,False,False,False,,
10975,Delhi,Nainital,Kings Holiday Tours-(king long),278,0:8:30,A/c,09:30:00 PM,06:00:00 AM,True,Other,False,False,False,False,,
10976,Delhi,Nainital,Kings Holiday Tours,278,0:8:30,A/c,09:30:00 PM,06:00:00 AM,True,Other,False,False,False,False,,
10977,Delhi,Jaipur,Kalpana Travels Pvt.Ltd.,265,0:6:0,Non A/c,11:00:00 PM,05:00:00 AM,False,Other,False,False,False,False,,
10978,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:38,"2+2, Multi Axle Volvo Seater, AC, Video",06:00:00 AM,12:00:00 AM,True,Other,True,True,True,False,2+2,volvo
10979,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,06:00:00 AM,11:30:00 AM,True,Other,False,False,False,False,,volvo
10980,Delhi,Jaipur,shrinath travel agency-brand new lcd coach,265,0:5:0,Non A/c,07:00:00 PM,12:00:00 AM,False,Other,False,False,False,False,,
10981,Delhi,Jaipur,Classic Travels (Classic Bus),265,0:6:0,"2+2, Sleeper/Seater",08:30:00 AM,02:30:00 PM,,Sleeper,True,False,False,False,2+2,
10982,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:38,"2+2, Multi Axle Volvo Seater, AC, Video",08:00:00 AM,02:00:00 AM,True,Other,True,True,True,False,2+2,volvo
10983,Delhi,Jaipur,Vikas Travels (regd),265,0:5:0,Non A/c,09:00:00 PM,02:00:00 AM,False,Other,False,False,False,False,,
10984,Delhi,Jaipur,shree rishabh travels-batco group,265,0:6:0,Non A/c,10:30:00 PM,04:30:00 AM,False,Other,False,False,False,False,,
10985,Delhi,Jaipur,Vikas Travels (REGD)-,265,0:5:30,A/c,06:30:00 PM,12:00:00 AM,True,Other,False,False,False,False,,
10986,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,04:00:00 PM,09:30:00 PM,True,Other,False,False,False,False,,volvo
10987,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",08:00:00 PM,02:00:00 AM,True,Other,True,True,True,False,2+2,volvo
10988,Delhi,Jaipur,shrinath travel agency,265,0:5:30,Non A/c,08:30:00 PM,02:00:00 AM,False,Other,False,False,False,False,,
10989,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,06:00:00 PM,11:30:00 PM,True,Other,False,False,False,False,,volvo
10990,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",07:00:00 PM,01:00:00 AM,True,Other,True,True,True,False,2+2,volvo
10991,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:45,Volvo  A/c,03:00:00 PM,08:45:00 PM,True,Other,False,False,False,False,,volvo
10992,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",03:00:00 PM,09:00:00 PM,True,Other,True,True,True,False,2+2,volvo
10993,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",11:55:00 PM,05:55:00 AM,True,Other,True,True,True,False,2+2,volvo
10994,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",12:30:00 PM,06:30:00 PM,True,Other,True,True,True,False,2+2,volvo
10995,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",02:00:00 PM,08:00:00 PM,True,Other,True,True,True,False,2+2,volvo
10996,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,02:00:00 PM,07:30:00 PM,True,Other,False,False,False,False,,volvo
10997,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,10:00:00 PM,03:30:00 AM,True,Other,False,False,False,False,,volvo
10998,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",07:00:00 AM,01:00:00 PM,True,Other,True,True,True,False,2+2,volvo
10999,Delhi,Jaipur,shree rishabh travels-batco group,265,0:6:38,A/c,07:30:00 PM,02:08:00 AM,True,Other,False,False,False,False,,
11000,Delhi,Jaipur,shree rishabh travels-batco-group,265,0:5:25,A/c,06:30:00 PM,11:55:00 PM,True,Other,False,False,False,False,,
11001,Delhi,Jaipur,shrinath travel agency,265,0:5:30,Volvo  A/c,06:00:00 PM,11:30:00 PM,True,Other,False,False,False,False,,volvo
11002,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,11:55:00 PM,05:25:00 AM,True,Other,False,False,False,False,,volvo
11003,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",08:30:00 PM,02:30:00 AM,True,Other,True,True,True,False,2+2,volvo
11004,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",09:00:00 AM,03:00:00 PM,True,Other,True,True,True,False,2+2,volvo
11005,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",10:00:00 AM,04:00:00 PM,True,Other,True,True,True,False,2+2,volvo
11006,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,05:00:00 PM,10:30:00 PM,True,Other,False,False,False,False,,volvo
11007,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,08:00:00 PM,01:30:00 AM,True,Other,False,False,False,False,,volvo
11008,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,07:00:00 AM,12:30:00 PM,True,Other,False,False,False,False,,volvo
11009,Delhi,Jaipur,Classic Travels (Classic Bus),265,0:6:30,"2+2, Sleeper/Seater",09:00:00 AM,03:30:00 PM,,Sleeper,True,False,False,False,2+2,
11010,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,06:30:00 AM,12:00:00 PM,True,Other,False,False,False,False,,volvo
11011,Delhi,Jaipur,Vikas Travels (regd),265,0:6:0,Volvo  A/c,05:45:00 PM,11:45:00 PM,True,Other,False,False,False,False,,volvo
11012,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,08:00:00 AM,01:30:00 PM,True,Other,False,False,False,False,,volvo
11013,Delhi,Jaipur,Speedlink Travel Services,265,0:6:30,Ordinary A/C,05:00:00 PM,11:30:00 PM,True,Other,False,False,False,False,,
11014,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,10:00:00 AM,03:30:00 PM,True,Other,False,False,False,False,,volvo
11015,Delhi,Jaipur,Rst Bus (RST Bus),265,0:6:0,"2+2, Multi Axle Volvo Seater, AC, Video",10:00:00 PM,04:00:00 AM,True,Other,True,True,True,False,2+2,volvo
11016,Delhi,Jaipur,shrinath travel agency-brandnew volvo coac,265,0:5:30,Volvo  A/c,12:30:00 PM,06:00:00 PM,True,Other,False,False,False,False,,volvo
