,From,To,Operator,Distance,Departure,Arrival,Has A/C?,Sleeper Category,Is Seater?,Is Multi-Axle?,Has Video?,Pushback Seats,Seat Format,Bus Brand,Duration
7381,Mithapur,Dwarka,Paavan travels,376,07:00:00 PM,08:00:00 PM,False,Other,False,False,False,False,,,1 days 01:00:00
7382,Mithapur,Dwarka,Paavan Travels,376,07:00:00 PM,08:00:00 PM,False,Other,False,False,False,False,,,1 days 01:00:00
7383,Mithapur,Rajkot,Paavan travels,148,07:00:00 PM,01:45:00 AM,False,Other,False,False,False,False,,,0 days 06:45:00
7384,Mithapur,Rajkot,Paavan travels,148,07:15:00 PM,01:45:00 AM,False,Other,False,False,False,False,,,0 days 06:30:00
7385,Mithapur,Rajkot,Paavan travels,148,08:00:00 PM,02:30:00 AM,False,Other,False,False,False,False,,,0 days 06:30:00
7386,Mithapur,Reliance,Paavan Travels,140,08:00:00 PM,11:30:00 PM,False,Other,False,False,False,False,,,0 days 03:30:00
7387,Mithapur,Reliance,Paavan Travels,130,07:00:00 PM,10:15:00 PM,False,Other,False,False,False,False,,,0 days 03:15:00
7388,Badoli,Mumbai,Asha Travels (IDAR),560,05:30:00 PM,07:30:00 AM,False,Sleeper,True,False,False,False,2x1,,0 days 14:00:00
7389,Bhubaneswar,Kolkata,Dolphin Bus Service (Dolphin Bus),443,08:30:00 PM,06:15:00 AM,True,Sleeper,True,False,True,False,2+2,,0 days 09:45:00
7390,Bhubaneswar,Kolkata,Royal Cruiser,443,08:00:00 PM,06:00:00 AM,,Other,False,False,False,False,,volvo,0 days 10:00:00
7391,Bhubaneswar,Kolkata,Dolphin Bus Service (Dolphin Bus),443,09:00:00 PM,06:00:00 AM,False,Other,True,False,False,False,2+2,,0 days 09:00:00
7392,Bhubaneswar,Jamshedpur,Dolphin Bus Service (Dolphin Bus),386,07:30:00 PM,05:00:00 AM,True,Sleeper,True,False,False,False,2+2,,0 days 09:30:00
7393,Bhubaneswar,Raipur,Dolphin Bus Service (Dolphin Bus),571,05:15:00 PM,07:00:00 AM,False,Other,True,False,True,True,2+2,,0 days 13:45:00
7394,Bhubaneswar,Raipur,Dolphin Bus Service (Dolphin Bus),571,07:00:00 PM,07:30:00 AM,True,Sleeper,True,False,False,False,2+2,,0 days 12:30:00
7395,Bhubaneswar,Ranchi,Dolphin Bus Service (Dolphin Bus),485,07:30:00 PM,07:30:00 AM,True,Sleeper,True,False,False,False,2+2,,0 days 12:00:00
7396,Anathavaram,Hyderabad,Dhanunjaya Tours,619,07:45:00 PM,06:00:00 AM,True,Semi-Sleeper,False,False,False,False,2+1,,0 days 10:15:00
7397,Anathavaram,Hyderabad,Dhanunjaya Tours,619,07:00:00 PM,05:30:00 AM,False,Other,False,False,False,False,,,0 days 10:30:00
7398,Jintur,Pune,Shriphal Travel,255,11:30:00 PM,05:53:00 AM,True,Other,False,False,False,False,,,0 days 06:23:00
7399,Adipur,Ambaji,Om Sainath Travels,368,10:30:00 PM,07:42:00 AM,True,Other,False,False,False,False,,,0 days 09:12:00
7400,Adipur,Jamnagar,Patel Tours & Travels,231,10:30:00 PM,06:45:00 AM,,Other,False,False,False,False,,,0 days 08:15:00
7401,Adipur,Jamnagar,Patel Tours & Travels,231,04:30:00 PM,01:30:00 AM,True,Other,False,False,False,False,,,0 days 09:00:00
7402,Adipur,Jamnagar,Royal Express,231,01:30:00 PM,10:45:00 AM,,Other,False,False,False,False,,,0 days 21:15:00
7403,Adipur,Jamnagar,Royal Express,231,10:20:00 PM,04:20:00 AM,,Other,False,False,False,False,,,0 days 06:00:00
7404,Adipur,Jamnagar,Patel Tours & Travels,231,11:15:00 PM,06:30:00 AM,,Other,False,False,False,False,,,0 days 07:15:00
7405,Adipur,Jamnagar,Patel Tours & Travels,231,01:45:00 PM,09:00:00 PM,,Other,False,False,False,False,,,0 days 07:15:00
7406,Adipur,Jamnagar,Patel Tours & Travels,231,04:45:00 PM,12:30:00 AM,,Other,False,False,False,False,,,0 days 07:45:00
7407,Adipur,Jamnagar,Patel Tours & Travels,231,11:00:00 PM,08:00:00 AM,True,Other,False,False,False,False,,,0 days 09:00:00
7408,Adipur,Udaipur,Om Sainath Travels,278,10:30:00 PM,05:27:00 AM,True,Other,False,False,False,False,,,0 days 06:57:00
7409,Adipur,Nathdwara,Om Sainath Travels,527,10:30:00 PM,11:41:00 AM,True,Other,False,False,False,False,,,0 days 13:11:00
7410,Adipur,Jamkhambhadia,Royal Express,991,10:20:00 PM,06:35:00 AM,,Other,False,False,False,False,,,1 days 08:15:00
7411,Adipur,Jamkhambhadia,Royal Express,991,01:30:00 PM,10:45:00 AM,,Other,False,False,False,False,,,0 days 21:15:00
7412,Adipur,Jamkhambhadia,Patel Tours & Travels,991,11:15:00 PM,08:00:00 AM,,Other,False,False,False,False,,,1 days 08:45:00
7413,Adipur,Indore,H.K.Travels-,682,02:00:00 PM,08:00:00 AM,False,Other,False,False,False,False,,,0 days 18:00:00
7414,Adipur,Nadiad,Shree Swaminarayan Travels,342,10:40:00 PM,10:45:00 AM,,Other,False,False,False,False,,,0 days 12:05:00
7415,Adipur,Nadiad,H.K.Travels-,342,10:30:00 PM,06:15:00 AM,False,Other,False,False,False,False,,,0 days 07:45:00
7416,Adipur,Nadiad,H.K.Travels-,342,02:00:00 PM,10:30:00 PM,False,Other,False,False,False,False,,,0 days 08:30:00
7417,Adipur,Gandhidham,Om Sainath Travels,6,10:30:00 PM,10:39:00 PM,True,Other,False,False,False,False,,,0 days 00:09:00
7418,Adipur,VallabhVidyanagar,Shree Sahjanand Travels,363,10:30:00 PM,07:00:00 AM,,Other,False,False,False,False,,,0 days 08:30:00
7419,Adipur,VallabhVidyanagar,Shree Swaminarayan Travels,363,10:40:00 PM,11:45:00 AM,,Other,False,False,False,False,,,0 days 13:05:00
7420,Adipur,AbuRoad,Om Sainath Travels,362,10:30:00 PM,07:33:00 AM,True,Other,False,False,False,False,,,0 days 09:03:00
7421,Adipur,Gandhinagar,Shree Sahjanand Travels,311,10:45:00 PM,07:30:00 AM,,Other,False,False,False,False,,,0 days 08:45:00
7422,Adipur,Gandhinagar,Patel Tours & Travels,311,10:00:00 PM,09:45:00 PM,,Other,False,False,False,False,,,0 days 07:47:00
7423,Adipur,Gandhinagar,Royal Express,311,10:45:00 PM,05:30:00 AM,True,Other,False,False,False,False,,,0 days 06:45:00
7424,Adipur,Ahmedabad,Shree Swaminarayan Travels,294,03:30:00 PM,06:00:00 PM,True,Other,False,False,False,False,,mercedes,1 days 02:30:00
7425,Adipur,Ahmedabad,Patel Tours & Travels,294,04:35:00 PM,10:35:00 PM,,Other,False,False,False,False,,,0 days 06:00:00
7426,Adipur,Ahmedabad,Patel Tours & Travels,294,11:00:00 PM,06:30:00 AM,,Other,False,False,False,False,,,0 days 07:30:00
7427,Adipur,Ahmedabad,Shree Sahjanand Travels,294,10:45:00 PM,08:00:00 PM,,Other,False,False,False,False,,,0 days 07:21:00
7428,Adipur,Ahmedabad,Patel Tours & Travels,294,08:00:00 AM,04:00:00 PM,,Other,False,False,False,False,,,0 days 08:00:00
7429,Adipur,Ahmedabad,Royal Express,294,10:00:00 PM,05:00:00 AM,True,Other,False,False,False,False,,,0 days 07:00:00
7430,Adipur,Ahmedabad,Royal Express,294,08:30:00 AM,03:00:00 PM,True,Other,False,False,False,False,,,0 days 06:30:00
7431,Adipur,Ahmedabad,Shree Sahjanand Travels,294,08:15:00 AM,12:45:00 PM,True,Other,False,False,False,False,,volvo,0 days 04:30:00
7432,Adipur,Ahmedabad,H.K.Travels-,294,10:10:00 PM,04:55:00 AM,False,Other,False,False,False,False,,,0 days 06:45:00
7433,Adipur,Ahmedabad,H.K.Travels-,294,10:15:00 PM,04:55:00 AM,False,Other,False,False,False,False,,,0 days 06:40:00
7434,Adipur,Ahmedabad,H.K.Travels-,294,10:30:00 PM,05:15:00 AM,False,Other,False,False,False,False,,,0 days 06:45:00
7435,Adipur,Ahmedabad,Patel Tours & Travels,294,11:25:00 PM,06:55:00 AM,,Other,False,False,False,False,,,0 days 07:30:00
7436,Adipur,Ahmedabad,Shree Sahjanand Travels,294,10:15:00 PM,05:15:00 AM,True,Other,False,False,False,False,,,0 days 07:00:00
7437,Adipur,Ahmedabad,Shree Swaminarayan Travels,294,10:40:00 PM,10:15:00 AM,,Other,False,False,False,False,,,0 days 11:35:00
7438,Adipur,Ahmedabad,Patel Tours & Travels,294,11:45:00 PM,05:30:00 AM,True,Other,False,False,False,False,,volvo,0 days 05:45:00
7439,Adipur,Ahmedabad,Shree Swaminarayan Travels,294,11:30:00 PM,05:30:00 AM,True,Other,False,False,False,False,,mercedes,0 days 06:00:00
7440,Adipur,Ahmedabad,Shree Sahjanand Travels,294,11:15:00 PM,05:00:00 AM,True,Other,False,False,False,False,,volvo,0 days 05:45:00
7441,Adipur,Ahmedabad,Shree Sahjanand Travels,294,01:45:00 PM,08:15:00 PM,True,Other,False,False,False,False,,,0 days 06:30:00
7442,Adipur,Ahmedabad,Royal Express,294,11:00:00 PM,05:30:00 AM,True,Other,False,False,False,False,,,0 days 06:30:00
7443,Adipur,Ahmedabad,Shree Sahjanand Travels,294,05:30:00 PM,11:30:00 PM,True,Other,False,False,False,False,,,0 days 06:00:00
7444,Adipur,Ahmedabad,Shree Sahjanand Travels,294,10:30:00 PM,05:15:00 AM,,Other,False,False,False,False,,,0 days 06:45:00
7445,Adipur,Ahmedabad,Shree Swaminarayan Travels,294,11:00:00 PM,09:00:00 AM,True,Other,False,False,False,False,,,0 days 10:00:00
7446,Adipur,Ahmedabad,H.K.Travels-,294,02:00:00 PM,10:00:00 PM,False,Other,False,False,False,False,,,0 days 08:00:00
7447,Adipur,Ahmedabad,Patel Tours & Travels,294,01:45:00 PM,09:00:00 PM,True,Other,False,False,False,False,,,0 days 07:15:00
7448,Adipur,Ahmedabad,Patel Tours & Travels,294,10:30:00 PM,06:15:00 AM,True,Other,False,False,False,False,,,0 days 07:45:00
7449,Adipur,Ahmedabad,Patel Tours & Travels,294,10:00:00 PM,02:45:00 AM,,Other,False,False,False,False,,,0 days 04:45:00
7450,Adipur,Ahmedabad,Deep Travels (Ahmedabad)-,294,10:10:00 PM,05:50:00 AM,True,Other,False,False,False,False,,,0 days 07:40:00
7451,Adipur,Baroda,Shree Swaminarayan Travels,396,10:40:00 PM,12:15:00 PM,,Other,False,False,False,False,,,0 days 09:54:00
7452,Adipur,Baroda,Patel Tours & Travels,396,10:00:00 PM,06:00:00 AM,,Other,False,False,False,False,,,0 days 08:00:00
7453,Adipur,Baroda,Royal Express,396,10:00:00 PM,07:30:00 AM,True,Other,False,False,False,False,,,0 days 09:30:00
7454,Adipur,Baroda,Patel Tours & Travels,396,09:50:00 PM,08:50:00 AM,,Other,False,False,False,False,,,0 days 11:00:00
7455,Adipur,Baroda,Shree Sahjanand Travels,396,10:30:00 PM,08:00:00 AM,,Other,False,False,False,False,,,0 days 09:30:00
7456,Adipur,Baroda,H.K.Travels-,396,10:30:00 PM,07:45:00 AM,False,Other,False,False,False,False,,,0 days 09:15:00
7457,Adipur,Baroda,Shree Sahjanand Travels,396,10:15:00 PM,09:00:00 PM,True,Other,False,False,False,False,,,0 days 09:54:00
7458,Adipur,Anand,H.K.Travels-,367,10:30:00 PM,06:45:00 AM,False,Other,False,False,False,False,,,0 days 08:15:00
7459,Adipur,Anand,Shree Swaminarayan Travels,367,10:40:00 PM,11:15:00 AM,,Other,False,False,False,False,,,0 days 12:35:00
7460,Adipur,Anand,Shree Sahjanand Travels,367,10:30:00 PM,07:15:00 AM,,Other,False,False,False,False,,,0 days 08:45:00
7461,Adipur,Mandvi,Royal Express,97,08:30:00 AM,07:30:00 AM,True,Other,False,False,False,False,,,0 days 23:00:00
7462,Adipur,Palanpur,Om Sainath Travels,314,10:30:00 PM,06:21:00 AM,True,Other,False,False,False,False,,,0 days 07:51:00
7463,Erattupetta,Bangalore,Sharma Transports  (atlas Travels) (Atlas Travels),590,01:30:00 PM,06:05:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 16:35:00
7464,Dayapar,Ahmedabad,H.K.Travels-,441,07:10:00 PM,05:10:00 AM,True,Other,False,False,False,False,,,0 days 10:00:00
7465,Ooty,Hosur,KPN Travels,320,08:00:00 PM,04:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 08:00:00
7466,Ooty,Hosur,Greenline (Greenline Travels),280,09:30:00 PM,04:30:00 AM,True,Semi-Sleeper,False,False,True,False,2+2,,0 days 07:00:00
7467,Ooty,Chennai,KPN Travels,549,06:30:00 PM,06:30:00 AM,False,Other,False,False,False,False,2+2,,0 days 12:00:00
7468,Ooty,Chennai,KPN Travels,549,06:45:00 PM,06:45:00 AM,True,Other,False,False,False,False,2+2,,0 days 12:00:00
7469,Ooty,Bangalore,Greenline (Greenline Travels),265,09:30:00 PM,06:00:00 AM,True,Semi-Sleeper,False,False,True,False,2+2,,0 days 08:30:00
7470,Ooty,Bangalore,National Travels(nts),265,09:00:00 AM,06:00:00 PM,False,Other,False,False,False,False,2+2,,0 days 09:00:00
7471,Ooty,Bangalore,KPN Travels,265,08:00:00 PM,05:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 09:00:00
7472,Abu Road,Pali,Gujarat Travels-,140,07:15:00 PM,10:45:00 PM,False,Other,False,False,False,False,,,0 days 03:30:00
7473,Abu Road,Pali,Gujarat Travels-,153,08:45:00 AM,12:35:00 PM,False,Other,False,False,False,False,,,0 days 03:50:00
7474,Abu Road,Pali,Gujarat Travels-BRAND NEW LCD COACH,170,03:00:00 AM,07:15:00 AM,True,Other,False,False,False,False,,,0 days 04:15:00
7475,Abu Road,Udaipur,Gujarat Travels-,140,04:00:00 PM,07:30:00 PM,False,Other,False,False,False,False,,,0 days 03:30:00
7476,Abu Road,Udaipur,Gujarat Travels-,180,09:30:00 AM,02:00:00 PM,False,Other,False,False,False,False,,,0 days 04:30:00
7477,Abu Road,Anjar,Om Sainath Travels,360,08:00:00 PM,05:00:00 AM,True,Other,False,False,False,False,,,0 days 09:00:00
7478,Abu Road,Ambaji,Gujarat Travels-,23,04:30:00 PM,05:30:00 PM,True,Other,False,False,False,False,,,0 days 01:00:00
7479,Abu Road,Ambaji,Gujarat Travels-,23,10:30:00 AM,11:30:00 AM,False,Other,False,False,False,False,,,0 days 01:00:00
7480,Abu Road,Ambaji,Gujarat Travels-,23,04:15:00 PM,05:00:00 PM,False,Other,False,False,False,False,,,0 days 00:45:00
7481,Abu Road,Ambaji,Gujarat Travels-2X2 A/C COACH,23,09:30:00 PM,10:30:00 PM,True,Other,False,False,False,False,,,0 days 01:00:00
7482,Abu Road,Ambaji,Gujarat Travels-,23,09:30:00 PM,10:15:00 PM,False,Other,False,False,False,False,,,0 days 00:45:00
7483,Abu Road,Ambaji,Gujarat Travels-,23,10:00:00 AM,11:00:00 AM,True,Other,False,False,False,False,,,0 days 01:00:00
7484,Abu Road,Kishangadh,Gujarat Travels-,366,07:15:00 PM,01:45:00 AM,False,Other,False,False,False,False,,,0 days 06:30:00
7485,Abu Road,Jodhpur,Gujarat Travels-,257,08:45:00 AM,02:05:00 PM,False,Other,False,False,False,False,,,0 days 05:20:00
7486,Abu Road,Jodhpur,Gujarat Travels-BRAND NEW LCD COACH,257,03:00:00 AM,08:30:00 AM,True,Other,False,False,False,False,,,0 days 05:30:00
7487,Abu Road,Bhachau,Om Sainath Travels,321,08:00:00 PM,04:01:00 AM,True,Other,False,False,False,False,,,0 days 08:01:00
7488,Abu Road,Adipur,Om Sainath Travels,361,08:00:00 PM,05:02:00 AM,True,Other,False,False,False,False,,,0 days 09:02:00
7489,Abu Road,Palanpur,Om Sainath Travels,55,08:00:00 PM,09:23:00 PM,True,Other,False,False,False,False,,,0 days 01:23:00
7490,Abu Road,Gandhidham,Om Sainath Travels,356,08:00:00 PM,04:54:00 AM,True,Other,False,False,False,False,,,0 days 08:54:00
7491,Abu Road,Beawer,Gujarat Travels-,282,07:15:00 PM,11:45:00 PM,False,Other,False,False,False,False,,,0 days 04:30:00
7492,Abu Road,Jaipur,Gujarat Travels-,465,07:15:00 PM,03:15:00 AM,False,Other,False,False,False,False,,,0 days 08:00:00
7493,Abu Road,Baroda,Gujarat Travels-,306,10:00:00 AM,05:00:00 PM,True,Other,False,False,False,False,,,0 days 07:00:00
7494,Abu Road,Baroda,Gujarat Travels-,306,10:00:00 PM,05:15:00 AM,True,Other,False,False,False,False,,,0 days 07:15:00
7495,Abu Road,Baroda,Gujarat Travels-,306,10:30:00 AM,06:00:00 PM,False,Other,False,False,False,False,,,0 days 07:30:00
7496,Abu Road,Bhuj,Om Sainath Travels,400,08:00:00 PM,06:00:00 AM,True,Other,False,False,False,False,,,0 days 10:00:00
7497,Abu Road,Sirohi,Gujarat Travels-,72,08:45:00 AM,09:50:00 AM,False,Other,False,False,False,False,,,0 days 01:05:00
7498,Abu Road,Sirohi,Gujarat Travels-BRAND NEW LCD COACH,72,03:00:00 AM,04:00:00 AM,True,Other,False,False,False,False,,,0 days 01:00:00
7499,Abu Road,Sirohi,Gujarat Travels-,72,07:15:00 PM,08:15:00 PM,False,Other,False,False,False,False,,,0 days 01:00:00
7500,Abu Road,HimmatNagar,Gujarat Travels-,125,10:30:00 AM,02:30:00 PM,False,Other,False,False,False,False,,,0 days 04:00:00
7501,Abu Road,HimmatNagar,Gujarat Travels-,125,04:15:00 PM,09:00:00 PM,False,Other,False,False,False,False,,,0 days 04:45:00
7502,Abu Road,HimmatNagar,Gujarat Travels-,125,10:00:00 PM,02:00:00 AM,True,Other,False,False,False,False,,,0 days 04:00:00
7503,Abu Road,HimmatNagar,Gujarat Travels-,125,10:00:00 AM,02:00:00 PM,True,Other,False,False,False,False,,,0 days 04:00:00
7504,Abu Road,HimmatNagar,Gujarat Travels-,125,04:30:00 PM,08:30:00 PM,True,Other,False,False,False,False,,,0 days 04:00:00
7505,Abu Road,HimmatNagar,Gujarat Travels-,125,09:30:00 PM,01:45:00 AM,False,Other,False,False,False,False,,,0 days 04:15:00
7506,Abu Road,HimmatNagar,Gujarat Travels-2X2 A/C COACH,125,09:30:00 PM,01:30:00 AM,True,Other,False,False,False,False,,,0 days 04:00:00
7507,Abu Road,Ahmedabad,Gujarat Travels-,208,04:15:00 PM,11:00:00 PM,False,Other,False,False,False,False,,,0 days 06:45:00
7508,Abu Road,Ahmedabad,Gujarat Travels-2X2 A/C COACH,208,09:30:00 PM,02:30:00 AM,True,Other,False,False,False,False,,,0 days 05:00:00
7509,Abu Road,Ahmedabad,Gujarat Travels-,208,04:30:00 PM,10:00:00 PM,True,Other,False,False,False,False,,,0 days 05:30:00
7510,Abu Road,Ahmedabad,Gujarat Travels-,208,09:30:00 PM,03:00:00 AM,False,Other,False,False,False,False,,,0 days 05:30:00
7511,Abu Road,Ahmedabad,Gujarat Travels-,208,10:30:00 AM,04:00:00 PM,False,Other,False,False,False,False,,,0 days 05:30:00
7512,Abu Road,Ahmedabad,Gujarat Travels-,208,10:00:00 PM,03:00:00 AM,True,Other,False,False,False,False,,,0 days 05:00:00
7513,Abu Road,Ahmedabad,Gujarat Travels-,208,10:00:00 AM,03:00:00 PM,True,Other,False,False,False,False,,,0 days 05:00:00
7514,Abu Road,Anand,Gujarat Travels-,270,10:00:00 PM,04:00:00 AM,True,Other,False,False,False,False,,,0 days 06:00:00
7515,Abu Road,Anand,Gujarat Travels-,270,10:30:00 AM,05:00:00 PM,False,Other,False,False,False,False,,,0 days 06:30:00
7516,Abu Road,Anand,Gujarat Travels-,270,10:00:00 AM,04:00:00 PM,True,Other,False,False,False,False,,,0 days 06:00:00
7517,Abu Road,Ajmer,Gujarat Travels-,335,07:15:00 PM,12:45:00 AM,False,Other,False,False,False,False,,,0 days 05:30:00
7518,Karkala,Dharwad,Sugama Tourists Nish V (Sugama  Tourists),345,08:05:00 PM,05:30:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 09:25:00
7519,Karkala,Dharwad,VRL,345,08:30:00 PM,05:30:00 AM,,Sleeper,True,False,False,False,,,0 days 09:00:00
7520,Karkala,Belgaum,VRL,400,08:30:00 PM,06:30:00 AM,,Sleeper,True,False,False,False,,,0 days 10:00:00
7521,Karkala,Belgaum,Sugama Tourists Nish V (Sugama  Tourists),400,08:05:00 PM,07:30:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 11:25:00
7522,Karkala,Hubli,VRL,340,08:30:00 PM,04:30:00 AM,,Sleeper,True,False,False,False,,,0 days 08:00:00
7523,Karkala,Hubli,Sugama Tourists Nish V (Sugama  Tourists),340,08:05:00 PM,05:00:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 08:55:00
7524,Karkala,Bangalore,Durgamba Motors,368,10:30:00 PM,06:00:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:12:00
7525,Karkala,Bangalore,Durgamba Motors,368,09:30:00 PM,06:45:00 AM,,Other,False,False,False,False,2+2,,0 days 09:12:00
7526,Karkala,Bangalore,VRL,368,08:45:00 PM,05:15:00 AM,,Sleeper,False,False,False,False,,,0 days 08:30:00
7527,Karkala,Bangalore,Sugama Tourisrts C (Sugama  Tourists),368,08:00:00 PM,06:00:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 10:00:00
7528,Karkala,Bangalore,Durgamba Motors,368,10:20:00 PM,06:00:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:12:00
7529,Karkala,Bangalore,Sugama Tourisrts B (Sugama  Tourists),368,09:15:00 PM,05:45:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 08:30:00
7530,Karkala,Bangalore,Sugama Tourisrts M (Sugama  Tourists),368,09:20:00 PM,06:00:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 08:40:00
7531,Karkala,Bangalore,VRL,368,09:15:00 PM,05:45:00 AM,True,Semi-Sleeper,False,False,False,False,,volvo,0 days 08:30:00
7532,TB Dam,Bangalore,Srs Travels (SRS Travels),313,10:40:00 PM,06:30:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 07:50:00
7533,Palakkad,Krishnagiri,Kallada Travels,318,04:15:00 PM,12:12:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 07:57:00
7534,Palakkad,Krishnagiri,Kallada Travels,318,10:00:00 PM,05:57:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 07:57:00
7535,Palakkad,Krishnagiri,Kallada Travels,318,11:59:00 PM,07:56:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 07:57:00
7536,Palakkad,Krishnagiri,Kallada Travels,318,11:00:00 PM,06:57:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 07:57:00
7537,Palakkad,Krishnagiri,**sharma Airbus**(sonatravels) (Sona Travels),318,11:45:00 PM,06:30:00 AM,False,Other,True,False,True,False,2+1,,0 days 06:45:00
7538,Palakkad,Krishnagiri,Kallada Travels,318,09:30:00 PM,05:27:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 07:57:00
7539,Palakkad,Krishnagiri,Kallada Travels,318,10:15:00 PM,06:12:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 07:57:00
7540,Palakkad,Krishnagiri,Kallada Travels,318,01:00:00 PM,08:57:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 07:57:00
7541,Palakkad,Krishnagiri,Kallada Travels,318,11:10:00 PM,07:07:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 07:57:00
7542,Palakkad,Krishnagiri,Sona  A/c(chennai Express) (Sona Travels),318,11:30:00 PM,04:30:00 AM,True,Other,False,False,True,False,2+2,isuzu,0 days 05:00:00
7543,Palakkad,Krishnagiri,Sonaisuzu A/c(bangalore Express) (Sona Travels),318,11:30:00 PM,06:15:00 AM,True,Other,False,False,False,False,2+2,isuzu,0 days 06:45:00
7544,Palakkad,Krishnagiri,Kallada Travels,318,11:20:00 PM,07:17:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 07:57:00
7545,Palakkad,Krishnagiri,Kallada Travels,318,11:55:00 PM,07:52:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 07:57:00
7546,Palakkad,Karaikal,Universal Travels,421,08:30:00 PM,07:02:00 AM,,Other,False,True,False,False,,volvo,0 days 10:32:00
7547,Palakkad,Villupuram,Kallada Travels,387,11:45:00 PM,09:26:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:41:00
7548,Palakkad,Villupuram,Tippu Sultan Travels,387,09:30:00 PM,07:11:00 AM,,Other,False,False,False,True,,,0 days 09:41:00
7549,Palakkad,Villupuram,Kallada Travels,387,09:00:00 PM,06:41:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:41:00
7550,Palakkad,Villupuram,Kallada Travels,387,08:45:00 PM,06:26:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:41:00
7551,Palakkad,Perundurai,Kallada Travels,127,04:15:00 PM,07:26:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 03:11:00
7552,Palakkad,Panrutty,Universal Travels,383,09:00:00 PM,06:35:00 AM,,Sleeper,True,False,False,False,,,0 days 09:35:00
7553,Palakkad,Anantapur,Kallada Travels,619,04:15:00 PM,07:44:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 15:29:00
7554,Palakkad,Salem,Tippu Sultan Travels,212,09:30:00 PM,02:48:00 AM,,Other,False,False,False,True,,,0 days 05:18:00
7555,Palakkad,Salem,Kallada Travels,212,04:15:00 PM,09:33:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 05:18:00
7556,Palakkad,Salem,Kallada Travels,212,01:00:00 PM,06:18:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 05:18:00
7557,Palakkad,Hosur,Sonaisuzu A/c(bangalore Express) (Sona Travels),300,11:30:00 PM,07:00:00 AM,True,Other,False,False,False,False,2+2,isuzu,0 days 07:30:00
7558,Palakkad,Hosur,Kallada Travels,417,01:00:00 PM,11:26:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 10:26:00
7559,Palakkad,Chenkalpet,Kallada Travels,491,11:45:00 PM,12:02:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:17:00
7560,Palakkad,Chenkalpet,Kallada Travels,491,09:00:00 PM,09:17:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:17:00
7561,Palakkad,Nagapatnam,Universal Travels,407,08:30:00 PM,06:41:00 AM,,Other,False,True,False,False,,volvo,0 days 10:11:00
7562,Palakkad,Chennai,Tippu Sultan Travels,546,09:30:00 PM,11:09:00 AM,,Other,False,False,False,True,,,0 days 13:39:00
7563,Palakkad,Chennai,Kallada Travels,546,08:45:00 PM,10:24:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 13:39:00
7564,Palakkad,Chennai,PSM Travels,546,08:15:00 PM,07:00:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 10:45:00
7565,Palakkad,Chennai,SRM Transports India Private Limited,546,09:30:00 PM,11:09:00 AM,,Other,False,False,False,False,,volvo,0 days 13:39:00
7566,Palakkad,Chennai,Kallada Travels,546,09:00:00 PM,10:39:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 13:39:00
7567,Palakkad,Chennai,Kallada Travels,546,11:45:00 PM,01:24:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 13:39:00
7568,Palakkad,Chennai,KPN Travels,546,08:00:00 PM,05:30:00 AM,False,Other,False,False,False,False,2+2,,0 days 09:30:00
7569,Palakkad,Chennai,Sona  A/c(chennai Express) (Sona Travels),546,11:30:00 PM,07:00:00 AM,True,Other,False,False,True,False,2+2,isuzu,0 days 07:30:00
